"DOI","year","title","citCounts","abstract"
"10.1093/biomet/asm012","2007","Plant-capture estimation of the size of a homogeneous population","0","We consider maximum likelihood estimation of the size of a target population to which has been added a known number of planted individuals. The standard equal-catchability model used in mark-recapture is assumed to be applicable to the augmented population. After proving the unimodality of the profile likelihood for the target population size, we obtain both the maximum likelihood estimator of this size and interval estimators based on its asymptotic distribution."
"10.1093/biomet/asm003","2007","Optimal sufficient dimension reduction for the conditional mean in multivariate regression","0","The aim of this article is to develop optimal sufficient dimension reduction methodology for the conditional mean in multivariate regression. The context is roughly the same as that of a related method by Cook & Setodji (2003), but the new method has several advantages. It is asymptotically optimal in the sense described herein and its test statistic for dimension always has a chi-squared distribution asymptotically under the null hypothesis. Additionally, the optimal method allows tests of predictor effects. A comparison of the two methods is provided."
"10.1093/biomet/asm008","2007","Variable selection for the single-index model","3","We consider variable selection in the single-index model. We prove that the popular leave-m-out crossvalidation method has different behaviour in the single-index model from that in linear regression models or nonparametric regression models. A new consistent variable selection method, called separated crossvalidation, is proposed. Further analysis suggests that the method has better finite-sample performance and is computationally easier than leave-m-out crossvalidation. Separated crossvalidation, applied to the Swiss banknotes data and the ozone concentration data, leads to single-index models with selected variables that have better prediction capability than models based on all the covariates."
"10.1093/biomet/asm015","2007","Inference for clustered data using the independence loglikelihood","1","We use the properties of independence estimating equations to adjust the 'independence' loglikelihood function in the presence of clustering. The proposed adjustment relies on the robust sandwich estimator of the parameter covariance matrix, which is easily calculated. The methodology competes favourably with established techniques based on independence estimating equations; we provide some insight as to why this is so. The adjustment is applied to examples relating to the modelling of wind speed in Europe and annual maximum temperatures in the U.K."
"10.1093/biomet/asm009","2007","Modelling the effects of partially observed covariates on {P}oisson process intensity","3","We propose an estimating function for parameters in a model for Poisson process intensity when time- or space-varying covariates are observed for both the events of the process and at sample times or locations selected from a probability-based sampling design. We investigate the large-sample properties of the proposed estimator under increasing domain asymptotics, demonstrating that it is consistent and asymptotically normally distributed. We illustrate our approach using data from an ecological momentary assessment of smoking."
"10.1093/biomet/asm014","2007","Extending conventional priors for testing general hypotheses in linear models","1","We consider that observations come from a general normal linear model and that it is desirable to test a simplifying null hypothesis about the parameters. We approach this problem from an objective Bayesian, model-selection perspective. Crucial ingredients for this approach are 'proper objective priors' to be used for deriving the Bayes factors. Jeffreys-Zellner-Siow priors have good properties for testing null hypotheses defined by specific values of the parameters in full-rank linear models. We extend these priors to deal with general hypotheses in general linear models, not necessarily of full rank. The resulting priors, which we call 'conventional priors', are expressed as a generalization of recently introduced 'partially informative distributions'. The corresponding Bayes factors are fully automatic, easily computed and very reasonable. The methodology is illustrated for the change-point problem and the equality of treatments effects problem. We compare the conventional priors derived for these problems with other objective Bayesian proposals like the intrinsic priors. It is concluded that both priors behave similarly although interesting subtle differences arise. We adapt the conventional priors to deal with nonnested model selection as well as multiple-model comparison. Finally, we briefly address a generalization of conventional priors to nonnormal scenarios."
"10.1093/biomet/asm006","2007","A generalized threshold mixed model for analyzing nonnormal nonlinear time series, with application to plague in {K}azakhstan","1","We introduce the generalized threshold mixed model for piecewise-linear stochastic regression with possibly nonnormal time-series data. It is assumed that the conditional probability distribution of the response variable belongs to the exponential family, and the conditional mean response is linked to some piecewise-linear stochastic regression function. We study the particular case where the response variable equals zero in the lower regime. Some large-sample properties of a likelihood-based estimation scheme are derived. Our approach is motivated by the need for modelling nonlinearity in serially correlated epizootic events. Data coming from monitoring conducted in a natural plague focus in Kazakhstan are used to illustrate this model by obtaining biologically meaningful conclusions regarding the threshold relationship between prevalence of plague and some covariates including past abundance of great gerbils and other climatic variables."
"10.1093/biomet/asm013","2007","The unobserved heterogeneity distribution in duration analysis","0","In a large class of hazard models with proportional unobserved heterogeneity, the distribution of the heterogeneity among survivors converges to a gamma distribution. This convergence is often rapid. We derive this result as a general result for exponential mixtures and explore its implications for the specification and empirical analysis of univariate and multivariate duration models."
"10.1093/biomet/asm005","2007","Graphical identifiability criteria for causal effects in studies with an unobserved treatment/response variable","0","We consider the problem of using data in studies with an unobserved treatment/response variable in order to evaluate average causal effects, when cause-effect relationships between variables can be described by a directed acyclic graph and the corresponding recursive factorization of a joint distribution. The paper proposes graphical criteria to test whether average causal effects are identifiable even if a treatment/response variable is unobserved. If the answer is affirmative, we provide further formulations for average causal effects from the observed data. The graphical criteria enable us to evaluate average causal effects when it is difficult to observe a treatment/response variable."
"10.1093/biomet/asm018","2007","Model selection and estimation in the {G}aussian graphical model","18","We propose penalized likelihood methods for estimating the concentration matrix in the Gaussian graphical model. The methods lead to a sparse and shrinkage estimator of the concentration matrix that is positive definite, and thus conduct model selection and estimation simultaneously. The implementation of the methods is nontrivial because of the positive definite constraint on the concentration matrix, but we show that the computation can be done effectively by taking advantage of the efficient maxdet algorithm developed in convex optimization. We propose a BIC-type criterion for the selection of the tuning parameter in the penalized likelihood methods. The connection between our methods and existing methods is illustrated. Simulations and real examples demonstrate the competitive performance of the new methods."
"10.1093/biomet/asm039","2007","Optimal nested row-column designs with specified components","1","We consider nested row-column designs where each of the row and column component designs is specified. For the case that each of the component designs has second-order balance, we define such a nested row-column design to be special if it is generally balanced, with the smallest possible number of canonical treatment contrasts having the lower canonical efficiency factor in both components. We show that if any special row-column design exists then it is A-optimal over all nested row-column designs with the given components."
"10.1093/biomet/asm022","2007","Automatic estimation of multivariate spectra via smoothing splines","0","The classical method for estimating the spectral density of a multivariate time series is first to calculate the periodogram, and then to smooth it to obtain a consistent estimator. Typically, to ensure the estimate is positive definite, all the elements of the periodogram. are smoothed the same way. There are, however, many situations for which different components of the spectral matrix have different degrees of smoothness. We propose a Bayesian approach that uses Markov chain Monte Carlo techniques to fit smoothing splines to each component, real and imaginary, of the Cholesky decomposition of the periodogram matrix. The spectral estimator is then obtained-by reconstructing the spectral estimator from the smoothed Cholesky decomposition components. Our technique produces an automatically smoothed spectral matrix estimator along with samples from the posterior distributions of the parameters to facilitate inference."
"10.1093/biomet/asm025","2007","Inference on fractal processes using multiresolution approximation","0","We consider Bayesian inference via Markov chain Monte Carlo for a variety of fractal Gaussian processes on the real line. These models have unknown parameters in the covariance matrix, requiring inversion of a new covariance matrix at each Markov chain Monte Carlo iteration. The processes have no suitable independence properties so this becomes computationally prohibitive. We surmount these difficulties by developing a computational algorithm for likelihood evaluation based on a 'multiresolution approximation' to the original process. The method is computationally very efficient and widely applicable, making likelihood-based inference feasible for large datasets. A simulation study indicates that this approach leads to accurate estimates for underlying parameters in fractal models, including fractional Brownian motion and fractional Gaussian noise, and functional parameters in the recently introduced multifractional Brownian motion. We apply the method to a variety of real datasets and illustrate its application to prediction and to model selection."
"10.1093/biomet/asm021","2007","Marginal tests with sliced average variance estimation","2","We present a new computationally feasible test for the dimension of the central subspace in a regression problem based on sliced average variance estimation. We also provide a marginal coordinate test. Under the null hypothesis, both the test of dimension and the marginal coordinate test involve test statistics that asymptotically have chi-squared distributions given normally distributed predictors, and have a distribution that is a linear combination of chi-squared distributions in general."
"10.1093/biomet/asm026","2007","A weighted multivariate sign test for cluster-correlated data","2","We consider the multivariate location problem with cluster-correlated data. A family of multivariate weighted sign tests is introduced for which observations from different clusters can receive different weights. Under weak assumptions, the test statistic is asymptotically distributed as a chi-squared random variable as the number of clusters goes to infinity. The asymptotic distribution of the test statistic is also given for a local alternative model under multivariate normality. Optimal weights maximizing Pitman asymptotic efficiency are provided. These weights depend on the cluster sizes and on the intracluster correlation. Several approaches for estimating these weights are presented. Using Pitman asymptotic efficiency, we show that appropriate weighting can increase substantially the efficiency compared to a test that gives the same weight to each cluster. A multivariate weighted t-test is also introduced. The finite-sample performance of the weighted sign test is explored through a simulation study which shows that the proposed approach is very competitive. A real data example illustrates the practical application of the methodology."
"10.1093/biomet/asm034","2007","An asymptotic theory for model selection inference in general semiparametric problems","4","Hjort & Claeskens (2003) developed an asymptotic theory. for model selection, model averaging and subsequent inference using likelihood methods in parametric models, along with associated confidence statements. In this article, we consider a semiparametric version of this problem, wherein the likelihood depends on parameters and an unknown function, and model selection/averaging is to be applied to the parametric parts of the model. We show that all the results of Hjort & Claeskens hold in the semiparametric context, if the Fisher information matrix for parametric models is replaced by the semiparametric information bound for semiparametric models, and if maximum likelihood estimators for parametric models are replaced by semiparametric efficient profile estimators. Our methods of proof employ Le Cam's contiguity lemmas, leading to transparent results. The results also describe the behaviour of semiparametric model estimators when the parametric component is misspecified, and also have implications for pointwise-consistent model selectors."
"10.1093/biomet/asm007","2007","Estimation of a covariance matrix with zeros","4","We consider estimation of the covariance matrix of a multivariate random vector under the constraint that certain covariances are zero. We first present an algorithm, which we call iterative conditional fitting, for computing the maximum likelihood estimate of the constrained covariance matrix, under the assumption of multivariate normality. In contrast to previous approaches, this algorithm has guaranteed convergence properties. Dropping the assumption of multivariate normality, we show how to estimate the covariance matrix in an empirical likelihood approach. These approaches are then compared via simulation and on an example of gene expression."
"10.1093/biomet/asm010","2007","Partially linear models with missing response variables and error-prone covariates","4","We consider partially linear models of the form Y = X-T beta + nu(Z) + epsilon when the response variable Y is sometimes missing with missingness probability pi depending on (X, Z), and the covariate X is measured with error, where nu(z) is an unspecified smooth function. The missingness structure is therefore missing not at random, rather than the usual missing at random. We propose a class of semiparametric estimators for the parameter of interest beta, as well as for the population mean E(Y). The resulting estimators are shown to be consistent and asymptotically normal under general assumptions. To construct a confidence region for beta, we also propose an empirical-likelihood-based statistic, which is shown to have a chi-squared distribution asymptotically. The proposed methods are applied to an AIDS clinical trial dataset. A simulation study is also reported."
"10.1093/biomet/asm020","2007","Constrained local likelihood estimators for semiparametric skew-normal distributions","0","A local likelihood estimator for a nonparametric nuisance function is proposed in the context of semiparametric skew-normal distributions. Constraints imposed on such functions result in a nonparametric estimator with a different target function for maximization from classical local likelihood estimators. The optimal asymptotic semiparametric efficiency bound on parameters of interest is achieved by using this estimator in conjunction with an estimating equation formed by summing efficient scores. A generalized profile likelihood approach is also proposed. This method has the advantage of providing a unique estimate in cases where an estimating equation has multiple solutions. Our nonparametric estimator of the nuisance function leads to an estimator of the semiparametric skew-normal density. Both the estimating equation and profile likelihood approaches are applicable to more general skew-symmetric distributions."
"10.1093/biomet/asm011","2007","A pseudolikelihood method for analyzing interval censored data","0","We introduce a method based on a pseudolikelihood ratio for estimating the distribution function of the survival time in a mixed-case interval censoring model. In a mixed-case model, an individual is observed a random number of times, and at each time it is recorded whether an event has happened or not. One seeks to estimate the distribution of time to event. We use a Poisson process as the basis of a likelihood function to construct a pseudolikelihood ratio statistic for testing the value of the distribution function at a fixed point, and show that this converges under the null hypothesis to a known limit distribution, that can be expressed as a functional of different convex minorants of a two-sided Brownian motion process with parabolic drift. Construction of confidence sets then proceeds by standard inversion. The computation of the confidence sets is simple, requiring the use of the pool-adjacent-violators algorithm or a standard isotonic regression algorithm. We also illustrate the superiority of the proposed method over competitors based on resampling techniques or on the limit distribution of the maximum pseudolikelihood estimator, through simulation studies, and illustrate the different methods on a dataset involving time to HIV seroconversion in a group of haemophiliacs."
"10.1093/biomet/asm002","2007","Interval censoring: identifiability and the constant-sum property","0","The constant-sum property given in Oller et al. (2004) for censoring models justifies the use of a simplified likelihood to obtain the nonparametric maximum likelihood estimator of the lifetime distribution. In this paper we study the relevance of the constant-sum property in the identifiability of the lifetime distribution. We show that the lifetime distribution is not identifiable outside the class of constant-sum models. We also show that the lifetime probabilities assigned to the observable intervals are identifiable inside the class of constant-sum models. We illustrate all these notions with several examples."
"10.1093/biomet/asm001","2007","Fuzzy {$p$}-values in latent variable problems","0","We consider the problem of testing a statistical hypothesis where the scientifically meaningful test statistic is a function of latent variables. In particular, we consider detection of genetic linkage, where the latent variables are patterns of inheritance at specific genome locations. Introduced by Geyer & Meeden (2005), fuzzy p-values are random variables, described by their probability distributions, that are interpreted as p-values. For latent variable problems, we introduce the notion of a fuzzy p-value as having the conditional distribution of the latent p-value given the observed data, where the latent p-value is the random variable that would be the p-value if the latent variables were observed.The fuzzy p-value provides an exact test using two sets of simulations of the latent variables under the null hypothesis, one unconditional and the other conditional on the observed data. It provides not only an expression of the strength of the evidence against the null hypothesis but also an expression of the uncertainty in that expression owing to lack of knowledge of the latent variables. We illustrate these features with an example of simulated data mimicking a real example of the detection of genetic linkage."
"10.1093/biomet/asm004","2007","Maxima of discretely sampled random fields, with an application to `bubbles'","1","A smooth Gaussian random field with zero mean and unit variance is sampled on a discrete lattice, and we are interested in the exceedance probability or P-value of the maximum in a finite region. If the random field is smooth relative to the mesh size, then the P-value can be well approximated by results for the continuously sampled smooth random field (Adler, 1981; Worsley, 1995a; Taylor & Adler, 2003; Adler & Taylor, 2007). If the random field is not smooth, so that adjacent lattice values are nearly independent, then the usual Bonferroni bound is very accurate. The purpose of this paper is to bridge the gap between the two, and derive a simple, accurate upper bound for intermediate mesh sizes. The result uses a new improved Bonferroni-type bound based on discrete local maxima. We give an application to the 'bubbles' technique for detecting areas of the face used to discriminate fear from happiness."
"10.1093/biomet/93.4.1018","2006","Discriminant analysis with common principal components","0","Zhu & Hastie (2003) presented a general criterion for finding discriminant directions. To optimise their criterion, iterative methods are needed unless each class has a Gaussian distribution with a common covariance matrix. In this short paper, we present a slightly more general case where iterative methods can also be avoided."
"10.1093/biomet/93.4.1011","2006","Multivariate logistic models","0","The multivariate logistic transform is a reparameterisation of cell probabilities in terms of marginal logistic contrasts. It is known that an arbitrary set of logistic contrasts may not correspond to a valid joint distribution. In this paper we present an efficient algorithm for detecting whether or not the inverse transform exists, and for computing it if it does."
"10.1093/biomet/93.4.1003","2006","A diagnostic test for the mixing distribution in a generalised linear mixed model","0","We introduce a diagnostic test for the mixing distribution in a generalised linear mixed model. The test is based on the difference between the marginal maximum likelihood and conditional maximum likelihood estimators of a subset of the fixed effects in the model. We derive the asymptotic variance of this difference, and propose a test statistic that has a limiting chi-squared distribution under the null hypothesis that the mixing distribution is correctly specified. This strategy uses an idea presented by Hausman (1978), who considered analogous tests for the linear mixed model. An important advantage of the methods outlined here is that the resulting diagnostic test is easily implemented in commercial software. We illustrate the method by applying it to data from a clinical trial investigating the effect of hormonal contraceptives in women."
"10.1093/biomet/93.4.996","2006","Identification of a competing risks model with unknown transformations of latent failure times","1","This paper is concerned with identification of a competing risks model with unknown transformations of latent failure times. The model includes, as special cases, competing risks versions of proportional hazards, mixed proportional hazards and accelerated failure time models. It is shown that covariate effects on latent failure times, cause-specific link functions and the joint survivor function of the disturbance terms can be identified without relying on modelling the dependence between latent failure times parametrically nor using an exclusion restriction among covariates. As a result, the paper provides an identification result about the joint survivor function of the latent failure times conditional on covariates."
"10.1093/biomet/93.4.989","2006","Studies in the history of probability and statistics. {XLIX}. {O}n the {M}at\'ern correlation family","4","Handcock & Stein (1993) introduced the Matern family of spatial correlations into statistics as a flexible parametric class with one parameter determining the smoothness of the paths of the underlying spatial field. We document the varied history of this family, which includes contributions by eminent physical scientists and statisticians."
"10.1093/biomet/93.4.973","2006","Simple and accurate one-sided inference based on a class of {$M$}-estimators","0","This paper presents a simple method of calculating one-sided p-values which yield accurate inferences for a simple null hypothesis or, equivalently, accurate one-sided confidence limits regarding a scalar parameter in the presence of nuisance parameters. The method, which extends the work of DiCiccio et al. (2001) and Lee & Young (2005) in the context of adjusted likelihood estimation, is based on a test statistic analogous to the signed root of the loglikelihood, but derived from the objective function of an M-estimator from a certain class. Monte Carlo simulation is used to avoid the need for onerous analytical calculations typical of competing procedures based on Edgeworth or saddle-point approximations. The specific class of M-estimators under consideration is characterised by the requirement that the associated test statistic has constant variance to second order. This class contains, among others, the maximum likelihood estimator as well as variants of commonly used M-estimators of location, such as Huber's (1964) Proposal 2."
"10.1093/biomet/93.4.961","2006","Isotonic logistic discrimination","0","We propose an isotonic logistic discrimination procedure which generalises linear logistic discrimination by allowing linear boundaries to be more flexibly shaped as monotone functions of the discriminant variables. Under each of three familiar sampling schemes for obtaining a training dataset, namely prospective, mixture and retrospective, we provide the corresponding likelihood-based inference. An application to a cancer study is given. In addition, we consider theoretical comparisons of our method with two recent algorithmic monotone discrimination procedures."
"10.1093/biomet/93.4.943","2006","Multi-level modelling under informative sampling","1","We consider a model-dependent approach for multi-level modelling that accounts for informative probability sampling of first- and lower-level population units. The proposed approach consists of first extracting the hierarchical model holding for the sample data given the selected sample, as a function of the corresponding population model and the first- and lower-level sample selection probabilities, and then fitting the resulting sample model using Bayesian methods. An important implication of the use of the model holding for the sample is that the sample selection probabilities feature in the analysis as additional data that possibly strengthen the estimators. A simulation experiment is carried out in order to study the performance of this approach and compare it to the use of 'design-based' methods. The simulation study indicates that both approaches perform in general equally well in terms of point estimation, but the model-dependent approach yields confidence/credibility intervals with better coverage properties. Another simulation study assesses the impact of misspecification of the models assumed for the sample selection probabilities. The use of maximum likelihood estimation is also considered."
"10.1093/biomet/93.4.927","2006","Modelling of covariance structures in generalised estimating equations for longitudinal data","5","When used for modelling longitudinal data generalised estimating equations specify a working structure for the within-subject covariance matrices, aiming to produce efficient parameter estimators. However, misspecification of the working covariance structure may lead to a large loss of efficiency of the estimators of the mean parameters. In this paper we propose an approach for joint modelling of the mean and covariance structures of longitudinal data within the framework of generalised estimating equations. The resulting estimators for the mean and covariance parameters are shown to be consistent and asymptotically Normally distributed. Real data analysis and simulation studies show that the proposed approach yields e?cient estimators for both the mean and covariance parameters."
"10.1093/biomet/93.4.911","2006","A functional-based distribution diagnostic for a linear model with correlated outcomes","0","In this paper we present an easy-to-implement graphical distribution diagnostic for linear models with correlated errors. Houseman et al. (2004) constructed quantile-quantile plots for the marginal residuals of such models, suitably transformed. We extend the pointwise asymptotic theory to address the global stochastic behaviour of the corresponding empirical cumulative distribution function, and describe a simulation technique that serves as a computationally efficient parametric bootstrap for generating representatives of its stochastic limit. Thus, continuous functionals of the empirical cumulative distribution function may be used to form global tests of normality. Through the use of projection matrices, we generalised our methods to include tests that are directed at assessing the normality of particular components of the error. Thus, tests proposed by Lange & Ryan (1989) follow as a special case. Our method works well both for models having independent units of sampling and for those in which all observations are correlated."
"10.1093/biomet/93.4.895","2006","Semiparametric estimation of marginal mark distribution","0","In many applications, the outcome of interest is a mark such that its observation is contingent upon occurrence of an event. With incomplete follow-up data, the marginal mark distribution is, however, nonparametrically nowhere identifiable in many practical situations. To address this problem, we suggest a semiparametric model that postulates a normal copula for the association between the mark and survival time, but leaves the marginals unspecified. We show identifiability of the marginal mark distribution under this model, and propose an inference procedure. The estimated marginal distribution function is consistent and asymptotically normal, and it provides a basis for estimating summaries of the mark. Furthermore, we propose graphical model-checking methods and Kolmogorov-Smirnov-type goodness-of-fit tests. Simulation studies demonstrate that the inference procedure performs well in practical settings. The method is applied to the estimation of lifetime medical cost in a lung cancer trial."
"10.1093/biomet/93.4.877","2006","Variable selection in clustering via {D}irichlet process mixture models","4","The increased collection of high-dimensional data in various fields has raised a strong interest in clustering algorithms and variable selection procedures. In this paper, we propose a model-based method that addresses the two problems simultaneously. We introduce a latent binary vector to identify discriminating variables and use Dirichlet process mixture models to define the cluster structure. We update the variable selection index using a Metropolis algorithm and obtain inference on the cluster structure via a split-merge Markov chain Monte Carlo technique. We explore the performance of the methodology on simulated data and illustrate an application with a DNA microarray study."
"10.1093/biomet/93.4.861","2006","Forming post-strata via {B}ayesian treed capture-recapture models","0","For the problem of dual system estimation, we propose a Bayesian treed capture-recapture model to account for heterogeneity of capture probabilities where individual auxiliary information is available. The model uses a binary tree to partition the covariate space into 'homogeneous' regions, within each of which the capture response can be described adequately by a simple model that assumes equal catchability. The attractive features of the proposed model include reduction of correlation bias, robustness and practical flexibility as well as simplicity and interpretability. In addition, it provides a systematic and effective way of forming post-strata for the Sekar-Deming estimator of population size. We compare the performance of estimators based on this model to those of alternative estimators in three scenarios."
"10.1093/biomet/93.4.843","2006","Building mixture trees from binary sequence data","0","We develop a new method for building a hierarchical tree from binary sequence data. It is based on an ancestral mixture model. The sieve parameter in the model plays the role of time in the evolutionary tree of the sequences. By varying the sieve parameter, one can create a hierarchical tree that estimates the population structure at each fixed backward point in time. Application to the clustering of the mitochondrial DNA sequences of Griffiths & Tavare (1994) shows that the approach performs well. Theoretical and computational properties of the ancestral mixture model are further developed."
"10.1093/biomet/93.4.827","2006","Auxiliary mixture sampling for parameter-driven models of time series of counts with applications to state space modelling","1","We consider parameter-driven models of time series of counts, where the observations are assumed to arise from a Poisson distribution with a mean changing over time according to a latent process. Estimation of these models is carried out within a Bayesian framework using data augmentation and Markov chain Monte Carlo methods. We suggest a new auxiliary mixture sampler, which possesses a Gibbsian transition kernel, where we draw from full conditional distributions belonging to standard distribution families only. Emphasis lies on application to state space modelling of time series of counts, but we show that auxiliary mixture sampling may be applied to a wider range of parameter-driven models, including random-effects models and panel data models based on the Poisson distribution."
"10.1093/biomet/93.4.809","2006","Bayesian model selection for partially observed diffusion models","0","We present an approach to Bayesian model selection for finitely observed diffusion processes. We use data augmentation by treating the paths between observed points as missing data. For a fixed model formulation, the strong dependence between the missing paths and the volatility of the diffusion can be broken down by adopting the method of Roberts & Stramer (2001). We describe how this method may be extended to the case of model selection via reversible jump Markov chain Monte Carlo. In addition we extend the formulation of a diffusion model to capture a potential non-Markov state dependence in the drift. Issues of appropriate choices of priors and efficient transdimensional proposal distributions for the reversible jump algorithm are also addressed. The approach is illustrated using simulated data and an example from finance."
"10.1093/biomet/93.4.791","2006","Posterior propriety and computation for the {C}ox regression model with applications to missing covariates","0","In this paper, we carry out an in-depth theoretical investigation of Bayesian inference for the Cox regression model. We establish necessary and sufficient conditions for posterior propriety of the regression coefficient, beta, in Cox's partial likelihood, which can be obtained as the limiting marginal posterior distribution of beta through the specification of a gamma process prior for the cumulative baseline hazard and a uniform improper prior for beta. We also examine necessary and sufficient conditions for posterior propriety of the regression coefficients, beta, using full likelihood Bayesian approaches in which a gamma process prior is specified for the cumulative baseline hazard. We examine characterisation of posterior propriety under completely observed data settings as well as for settings involving missing covariates. Latent variables are introduced to facilitate a straightforward Gibbs sampling scheme in the Bayesian computation. A real dataset is presented to illustrate the proposed methodology."
"10.1093/biomet/93.4.777","2006","Nonparametric {$k$}-sample tests with panel count data","2","We study the nonparametric k-sample test problem with panel count data. The asymptotic normality of a smooth functional of the nonparametric maximum pseudo-likelihood estimator (Wellner & Zhang, 2000) is established under some mild conditions. We construct a class of easy-to-implement nonparametric tests for comparing mean functions of k populations based on this asymptotic normality. We conduct various simulations to validate and compare the tests. The simulations show that the tests perform quite well and generally have good power to detect differences among the mean functions. The method is illustrated with a real-life example."
"10.1093/biomet/93.4.763","2006","Analysing panel count data with informative observation times","0","In this paper, we study panel count data with informative observation times. We assume nonparametric and semiparametric proportional rate models for the underlying event process, where the form of the baseline rate function is left unspecified and a subject-specific frailty variable inflates or deflates the rate function multiplicatively. The proposed models allow the event processes and observation times to be correlated through their connections with the unobserved frailty; moreover, the distributions of both the frailty variable and observation times are considered as nuisance parameters. The baseline rate function and the regression parameters are estimated by maximising a conditional likelihood function of observed event counts and solving estimation equations. Large-sample properties of the proposed estimators are studied. Numerical studies demonstrate that the proposed estimation procedures perform well for moderate sample sizes. An application to a bladder tumour study is presented."
"10.1093/biomet/93.4.747","2006","Censored linear regression for case-cohort studies","1","Right-censored data from a classical case-cohort design and a stratified case-cohort design are considered. In the classical case-cohort design the subcohort is obtained as a simple random sample of the entire cohort, whereas in the stratified design this subcohort is elected by independent Bernoulli sampling with arbitrary selection probabilities. For each design and under a linear regression model, methods for estimating the regression parameters are proposed and analysed. These methods are derived by modifying the linear ranks tests and estimating equations that arise from full-cohort data using methods that are similar to the pseudolikelihood estimating equation that has been used in relative risk regression for these models. The estimators so obtained are shown to be consistent and asymptotically normal. Variance estimation and numerical illustrations are also provided."
"10.1093/biomet/93.2.486","2006","Understanding nonparametric estimation for clustered data","3","In this note we give an alternative formulation of the nonparametric estimators of Wang (2003) with the identity link. This results in a closed form of the estimator that has computational advantages and gives insight into the rationale behind the estimator."
"10.1093/biomet/93.2.481","2006","Models for recurring events with marginal proportional hazards","0","Semiparametric methods were proposed by Wei et al. (1989) to analyse recurring event-time data. They modelled the marginal distribution of each event time with a Cox proportional hazards model without imposing any constraint on the joint distribution of different event times. Therefore, it is unclear whether or not event times can simultaneously satisfy their respective marginal proportional hazards assumptions, while having continuous joint distribution. Often this leads to a difficulty of conducting simulation studies. In this note we construct parametric marginal proportional hazards models for recurring event times with proper joint density functions."
"10.1093/biomet/93.2.472","2006","Local likelihood density estimation based on smooth truncation","0","Two existing density estimators based on local likelihood have properties that are comparable to those of local likelihood regression but they are much less used than their counterparts in regression. We consider truncation as a natural way of localising parametric density estimation. Based on this idea, a third local likelihood density estimator is introduced. Our main result establishes that the three estimators coincide when a free multiplicative constant is used as an extra local parameter."
"10.1093/biomet/93.2.465","2006","Parametric modelling of thresholds across scales in wavelet regression","1","We propose a parametric wavelet thresholding procedure for estimation in the 'function plus independent, identically distributed Gaussian noise' model. To reflect the decreasing sparsity of wavelet coefficients from finer to coarser scales, our thresholds also decrease. They retain the noise-free reconstruction property while being lower than the universal threshold, and are jointly parameterised by a single scalar parameter. We show that our estimator achieves near-optimal risk rates for the usual range of Besov spaces. We propose a crossvalidation technique for choosing the parameter of our procedure. A simulation study demonstrates very good performance of our estimator compared to other state-of-the-art techniques. We discuss an extension to non-Gaussian noise."
"10.1093/biomet/93.2.459","2006","Rank-based regression for analysis of repeated measures","0","We consider rank-based regression models for repeated measures. To account for possible withinsubject correlations, we decompose the total ranks into between- and within-subject ranks and obtain two different estimators based on between- and within-subject ranks. A simple perturbation method is then introduced to generate bootstrap replicates of the estimating functions and the parameter estimates. This provides a convenient way for combining the corresponding two types of estimating function for more efficient estimation."
"10.1093/biomet/93.2.451","2006","An efficient {M}arkov chain {M}onte {C}arlo method for distributions with intractable normalising constants","5","Maximum likelihood parameter estimation and sampling from Bayesian posterior distributions are problematic when the probability density for the parameter of interest involves an intractable normalising constant which is also a function of that parameter. In this paper, an auxiliary variable method is presented which requires only that independent samples can be drawn from the unnormalised density at any particular parameter value. The proposal distribution is constructed so that the normalising constant cancels from the Metropolis-Hastings ratio. The method is illustrated by producing posterior samples for parameters of the Ising model given a particular lattice realisation."
"10.1093/biomet/93.2.439","2006","Estimating a bivariate density when there are extra data on one or both components","0","The objective of this paper is to estimate a bivariate density nonparametrically from a dataset from the joint distribution and datasets from one or both marginal distributions. We develop a copula-based solution, which has potential benefits even when the marginal datasets are empty. For example, if the copula density is sufficiently smooth in the region where we wish to estimate it, the joint density can be estimated with a high degree of accuracy. Similar improvements in performance are available if the marginals are close to being independent. We use wavelet estimators to approximate the copula density, which in cases of statistical interest can be unbounded along boundaries. Our techniques are also useful for solving recently-considered related problems, for example where the marginal distributions are determined by parametric models. The methodology is also readily extended to more general multivariate settings."
"10.1093/biomet/93.2.425","2006","Effects of the reference set on frequentist inferences","0","We employ second-order likelihood asymptotics to investigate how ideal frequentist inferences depend on the probability model for the data through more than the likelihood function, referring to this as the effect of the reference set. There are two aspects of higherorder corrections to first-order likelihood methods, namely (i) that involving effects of fitting nuisance parameters and leading to the modified profile likelihood, and (ii) another part pertaining to limitation in adjusted information. Generally, each of these involves a first-order adjustment depending on the reference set. However, we show that, for some important settings, likelihood-irrelevant model specifications have a second-order effect on both of these adjustments; this result includes specification of the censoring model for survival data. On the other hand, for sequential experiments the likelihood-irrelevant specification of the stopping rule has a second-order effect on adjustment (i) but a firstorder effect on adjustment (ii). These matters raise the issue of what are 'ideal' frequentist inferences, since consideration of 'exact' frequentist inferences will not suffice. We indicate that to second order ideal frequentist inferences may be based on the distribution of the ordinary likelihood ratio statistic, without commonly considered adjustments thereto."
